Fecha,T. Media,T. Máx,T. Mín,V. media Viento,Rachas máx,Presión media,Lluvia
2/28/2019,20,26,8,10.7 km/h,#¿NOMBRE?,1019.4 hPa,#¿NOMBRE?
3/1/2019,20,28,5,12.5 km/h,#¿NOMBRE?,1018.5 hPa,#¿NOMBRE?
3/2/2019,21,29,7,8.3 km/h,#¿NOMBRE?,1018.3 hPa,#¿NOMBRE?
3/3/2019,22,29,7,10.8 km/h,#¿NOMBRE?,1017.4 hPa,#¿NOMBRE?
3/4/2019,18,27,8,17.5 km/h,#¿NOMBRE?,1016 hPa,#¿NOMBRE?
3/5/2019,16,22,4,10.5 km/h,#¿NOMBRE?,1021.4 hPa,#¿NOMBRE?
3/6/2019,17,26,2,7.4 km/h,#¿NOMBRE?,1021.8 hPa,#¿NOMBRE?
3/7/2019,20,27,9,3.7 km/h,#¿NOMBRE?,1021.1 hPa,#¿NOMBRE?
3/8/2019,22,27,12,19.6 km/h,57.4 km/h,1017.1 hPa,#¿NOMBRE?
3/9/2019,18,25,9,19 km/h,61.1 km/h,1014.6 hPa,#¿NOMBRE?
3/10/2019,20,26,12,14.6 km/h,38.9 km/h,1015.9 hPa,#¿NOMBRE?
3/11/2019,19,24,11,12.8 km/h,79.6 km/h,1018.1 hPa,#¿NOMBRE?
3/12/2019,21,29,11,26.1 km/h,87 km/h,1011.6 hPa,#¿NOMBRE?
3/13/2019,16,24,6,31.9 km/h,66.7 km/h,1011.1 hPa,#¿NOMBRE?
3/14/2019,17,24,4,16.2 km/h,37 km/h,1016.5 hPa,#¿NOMBRE?
3/15/2019,14,18,6,18.1 km/h,38.9 km/h,1021.9 hPa,#¿NOMBRE?
3/16/2019,13,19,0,16.1 km/h,#¿NOMBRE?,1022.4 hPa,#¿NOMBRE?
3/17/2019,13,19,6,13.2 km/h,29.6 km/h,1023.1 hPa,#¿NOMBRE?
3/18/2019,14,21,9,16.3 km/h,#¿NOMBRE?,1021.4 hPa,#¿NOMBRE?
3/19/2019,15,22,3,9.2 km/h,#¿NOMBRE?,1021.2 hPa,#¿NOMBRE?
3/20/2019,19,26,7,12.3 km/h,#¿NOMBRE?,1019.9 hPa,#¿NOMBRE?
3/21/2019,20,27,8,17.6 km/h,37 km/h,1019.8 hPa,#¿NOMBRE?
3/22/2019,22,28,10,18.3 km/h,33.3 km/h,1016.8 hPa,#¿NOMBRE?
3/23/2019,19,26,3,11.7 km/h,#¿NOMBRE?,1019.3 hPa,#¿NOMBRE?
3/24/2019,21,28,7,10.3 km/h,#¿NOMBRE?,1020.4 hPa,#¿NOMBRE?
3/25/2019,21,27,7,10.4 km/h,#¿NOMBRE?,1022.8 hPa,#¿NOMBRE?
3/26/2019,22,31,9,9.8 km/h,35.2 km/h,1021.3 hPa,#¿NOMBRE?
3/27/2019,22,31,12,9.9 km/h,79.6 km/h,1020.1 hPa,#¿NOMBRE?
3/28/2019,24,30,11,11.4 km/h,#¿NOMBRE?,1019.4 hPa,#¿NOMBRE?
3/29/2019,22,31,10,9.3 km/h,#¿NOMBRE?,1017.9 hPa,#¿NOMBRE?
3/30/2019,21,28,11,15.4 km/h,29.6 km/h,1017.4 hPa,#¿NOMBRE?
3/31/2019,16,22,7,24.9 km/h,#¿NOMBRE?,1020.3 hPa,#¿NOMBRE?
4/1/2019,15,21,3,14.8 km/h,#¿NOMBRE?,1020.3 hPa,#¿NOMBRE?
4/2/2019,19,27,4,12.7 km/h,#¿NOMBRE?,1019 hPa,#¿NOMBRE?
4/3/2019,23,29,11,18.4 km/h,48.2 km/h,1017.5 hPa,#¿NOMBRE?
4/4/2019,22,28,11,17.9 km/h,#¿NOMBRE?,1020.7 hPa,#¿NOMBRE?
4/5/2019,22,28,10,12.9 km/h,#¿NOMBRE?,1016.7 hPa,#¿NOMBRE?
4/6/2019,18,26,7,13 km/h,#¿NOMBRE?,1016.1 hPa,#¿NOMBRE?
4/7/2019,19,26,5,13.4 km/h,#¿NOMBRE?,1019.8 hPa,#¿NOMBRE?
4/8/2019,23,33,9,9.9 km/h,#¿NOMBRE?,1021.5 hPa,#¿NOMBRE?
4/9/2019,25,34,9,11.2 km/h,46.3 km/h,1019.1 hPa,#¿NOMBRE?
4/10/2019,28,32,17,28.5 km/h,61.1 km/h,1011 hPa,#¿NOMBRE?
4/11/2019,19,28,8,23 km/h,57.4 km/h,1011.9 hPa,#¿NOMBRE?
4/12/2019,18,26,4,23.3 km/h,70.4 km/h,1008.1 hPa,#¿NOMBRE?
4/13/2019,16,22,2,19.4 km/h,59.3 km/h,1012 hPa,#¿NOMBRE?
4/14/2019,19,26,6,9.4 km/h,#¿NOMBRE?,1018.4 hPa,#¿NOMBRE?
4/15/2019,24,32,8,9.4 km/h,#¿NOMBRE?,1015.5 hPa,#¿NOMBRE?
4/16/2019,26,31,19,18.9 km/h,55.6 km/h,1014.8 hPa,#¿NOMBRE?
4/17/2019,24,32,12,24.4 km/h,66.7 km/h,1013.8 hPa,#¿NOMBRE?
4/18/2019,19,25,9,17.9 km/h,48.2 km/h,1019.9 hPa,#¿NOMBRE?
4/19/2019,23,33,8,10.8 km/h,#¿NOMBRE?,1022 hPa,#¿NOMBRE?
4/20/2019,25,33,11,14.8 km/h,#¿NOMBRE?,1018.6 hPa,#¿NOMBRE?
4/21/2019,25,31,18,16.1 km/h,#¿NOMBRE?,1017 hPa,#¿NOMBRE?
4/22/2019,23,28,18,13.9 km/h,#¿NOMBRE?,1016.6 hPa,#¿NOMBRE?
4/23/2019,22,29,8,14.6 km/h,#¿NOMBRE?,1014.4 hPa,#¿NOMBRE?
4/24/2019,19,28,12,17.1 km/h,#¿NOMBRE?,1015.6 hPa,#¿NOMBRE?
4/25/2019,22,29,8,4.4 km/h,#¿NOMBRE?,1019 hPa,#¿NOMBRE?
4/26/2019,26,33,12,14.2 km/h,#¿NOMBRE?,1020 hPa,#¿NOMBRE?
4/27/2019,26,32,14,11.5 km/h,37 km/h,1016.7 hPa,#¿NOMBRE?
4/28/2019,27,32,13,9.5 km/h,#¿NOMBRE?,1014.1 hPa,#¿NOMBRE?
4/29/2019,27,32,13,11.9 km/h,#¿NOMBRE?,1014.3 hPa,#¿NOMBRE?
4/30/2019,27,32,19,21.9 km/h,38.9 km/h,1013.7 hPa,#¿NOMBRE?
5/1/2019,25,31,9,9.9 km/h,25.9 km/h,1015.6 hPa,#¿NOMBRE?
5/2/2019,25,29,13,11.1 km/h,#¿NOMBRE?,1016.6 hPa,#¿NOMBRE?
5/3/2019,26,30,18,11.9 km/h,#¿NOMBRE?,1014.9 hPa,#¿NOMBRE?
5/4/2019,26,31,14,11.5 km/h,#¿NOMBRE?,1014.5 hPa,#¿NOMBRE?
5/5/2019,26,32,13,8.6 km/h,29.6 km/h,1012.5 hPa,#¿NOMBRE?
5/6/2019,27,32,15,9.3 km/h,#¿NOMBRE?,1013.1 hPa,#¿NOMBRE?
5/7/2019,27,33,15,16.4 km/h,#¿NOMBRE?,1013.8 hPa,#¿NOMBRE?
5/8/2019,24,31,13,13.7 km/h,40.7 km/h,1013 hPa,#¿NOMBRE?
5/9/2019,23,29,8,13 km/h,#¿NOMBRE?,1013.3 hPa,#¿NOMBRE?
5/10/2019,25,31,18,18.3 km/h,#¿NOMBRE?,1011.8 hPa,#¿NOMBRE?
5/11/2019,23,28,15,16.8 km/h,#¿NOMBRE?,1014.3 hPa,#¿NOMBRE?
5/12/2019,24,29,13,11.9 km/h,#¿NOMBRE?,1013 hPa,#¿NOMBRE?
5/13/2019,21,27,13,12.1 km/h,#¿NOMBRE?,1016.1 hPa,#¿NOMBRE?
5/14/2019,22,29,9,10.4 km/h,#¿NOMBRE?,1018.9 hPa,#¿NOMBRE?
5/15/2019,26,32,12,11.2 km/h,#¿NOMBRE?,1018.6 hPa,#¿NOMBRE?
5/16/2019,29,36,14,15.4 km/h,#¿NOMBRE?,1015.6 hPa,#¿NOMBRE?
5/17/2019,30,35,20,20.3 km/h,37 km/h,1012.1 hPa,#¿NOMBRE?
5/18/2019,26,32,16,20 km/h,53.7 km/h,1012.3 hPa,#¿NOMBRE?
5/19/2019,27,34,12,13.5 km/h,#¿NOMBRE?,1013.9 hPa,#¿NOMBRE?
5/20/2019,29,34,19,34.8 km/h,66.7 km/h,1008.7 hPa,#¿NOMBRE?
5/21/2019,25,33,13,24.2 km/h,66.7 km/h,1009.9 hPa,#¿NOMBRE?
5/22/2019,29,36,19,29.1 km/h,55.6 km/h,1009.3 hPa,#¿NOMBRE?
5/23/2019,30,35,22,22 km/h,50 km/h,1012.3 hPa,#¿NOMBRE?
5/24/2019,27,35,12,10.1 km/h,40.7 km/h,1015.3 hPa,#¿NOMBRE?
5/25/2019,30,36,20,17.3 km/h,#¿NOMBRE?,1015.4 hPa,#¿NOMBRE?
5/26/2019,30,34,21,24.1 km/h,53.7 km/h,1016.3 hPa,#¿NOMBRE?
5/27/2019,30,36,16,31.7 km/h,61.1 km/h,1014.2 hPa,#¿NOMBRE?
5/28/2019,29,34,19,20.3 km/h,42.6 km/h,1011.6 hPa,#¿NOMBRE?
5/29/2019,28,32,19,17.6 km/h,44.4 km/h,1011.6 hPa,#¿NOMBRE?
5/30/2019,28,34,13,9.3 km/h,#¿NOMBRE?,1014.3 hPa,#¿NOMBRE?
5/31/2019,28,34,19,11 km/h,#¿NOMBRE?,1015.9 hPa,#¿NOMBRE?
6/1/2019,30,36,22,16.2 km/h,#¿NOMBRE?,1014.9 hPa,#¿NOMBRE?
6/2/2019,26,34,16,18.9 km/h,55.6 km/h,1015.1 hPa,#¿NOMBRE?
6/3/2019,25,32,18,14.8 km/h,55.6 km/h,1016.5 hPa,#¿NOMBRE?
6/4/2019,25,32,16,18.1 km/h,66.7 km/h,1016.3 hPa,#¿NOMBRE?
6/5/2019,26,33,17,12.6 km/h,#¿NOMBRE?,1016 hPa,#¿NOMBRE?
6/6/2019,28,34,14,9.7 km/h,#¿NOMBRE?,1017.1 hPa,#¿NOMBRE?
6/7/2019,30,37,16,12.9 km/h,37 km/h,1016.2 hPa,#¿NOMBRE?
6/8/2019,32,37,23,16.2 km/h,29.6 km/h,1015.7 hPa,#¿NOMBRE?
6/9/2019,31,37,23,12 km/h,#¿NOMBRE?,1019 hPa,#¿NOMBRE?
6/10/2019,23,33,18,13.5 km/h,#¿NOMBRE?,1026.5 hPa,#¿NOMBRE?
6/11/2019,23,31,16,13.6 km/h,38.9 km/h,1024.9 hPa,#¿NOMBRE?
6/12/2019,30,36,18,11.6 km/h,#¿NOMBRE?,1020.6 hPa,#¿NOMBRE?
6/13/2019,31,35,21,14.4 km/h,#¿NOMBRE?,1020.5 hPa,#¿NOMBRE?
6/14/2019,29,34,21,14.9 km/h,#¿NOMBRE?,1019.1 hPa,#¿NOMBRE?
6/15/2019,30,36,20,8.5 km/h,29.6 km/h,1017.1 hPa,#¿NOMBRE?
6/16/2019,31,35,18,9.8 km/h,#¿NOMBRE?,1016.1 hPa,#¿NOMBRE?
6/17/2019,31,36,23,10.7 km/h,#¿NOMBRE?,1016.2 hPa,#¿NOMBRE?
6/18/2019,31,35,21,8.2 km/h,#¿NOMBRE?,1017.1 hPa,#¿NOMBRE?
6/19/2019,31,35,22,9.3 km/h,#¿NOMBRE?,1017.8 hPa,#¿NOMBRE?
6/20/2019,29,36,1,9.6 km/h,#¿NOMBRE?,1017.3 hPa,#¿NOMBRE?
6/21/2019,32,35,21,14.1 km/h,#¿NOMBRE?,1015.7 hPa,#¿NOMBRE?
6/22/2019,31,35,21,14 km/h,#¿NOMBRE?,1016.4 hPa,#¿NOMBRE?
6/23/2019,30,35,21,10 km/h,#¿NOMBRE?,1017.1 hPa,#¿NOMBRE?
6/24/2019,30,35,16,13 km/h,33.3 km/h,1016.3 hPa,#¿NOMBRE?
6/25/2019,29,35,24,15.8 km/h,42.6 km/h,1016.5 hPa,#¿NOMBRE?
6/26/2019,29,35,17,11.5 km/h,#¿NOMBRE?,1019.5 hPa,#¿NOMBRE?
6/27/2019,30,35,22,15.1 km/h,#¿NOMBRE?,1021.5 hPa,#¿NOMBRE?
6/28/2019,30,34,23,12.2 km/h,25.9 km/h,1021.9 hPa,#¿NOMBRE?
6/29/2019,30,34,22,13 km/h,#¿NOMBRE?,1021.4 hPa,#¿NOMBRE?
6/30/2019,30,34,22,12.7 km/h,#¿NOMBRE?,1020.7 hPa,#¿NOMBRE?
7/1/2019,31,35,20,11.7 km/h,#¿NOMBRE?,1018.8 hPa,#¿NOMBRE?
7/2/2019,31,35,22,14.6 km/h,35.2 km/h,1017.5 hPa,#¿NOMBRE?
7/3/2019,29,35,20,14.5 km/h,35.2 km/h,1017.6 hPa,#¿NOMBRE?
7/4/2019,29,35,23,12.2 km/h,#¿NOMBRE?,1017.9 hPa,#¿NOMBRE?
7/5/2019,27,33,20,11.2 km/h,46.3 km/h,1020.7 hPa,#¿NOMBRE?
7/6/2019,25,30,19,9.7 km/h,#¿NOMBRE?,1023.1 hPa,#¿NOMBRE?
7/7/2019,26,31,17,8.7 km/h,#¿NOMBRE?,1022.3 hPa,#¿NOMBRE?
7/8/2019,26,31,18,8.6 km/h,#¿NOMBRE?,1021.4 hPa,#¿NOMBRE?
7/9/2019,28,33,19,8.2 km/h,#¿NOMBRE?,1020.7 hPa,#¿NOMBRE?
7/10/2019,28,32,21,14 km/h,#¿NOMBRE?,1022.2 hPa,#¿NOMBRE?
7/11/2019,29,35,20,13 km/h,37 km/h,1021.6 hPa,#¿NOMBRE?
7/12/2019,29,33,21,9.6 km/h,37 km/h,1020.1 hPa,#¿NOMBRE?
7/13/2019,30,34,22,12 km/h,#¿NOMBRE?,1019.1 hPa,#¿NOMBRE?
7/14/2019,31,35,20,12.2 km/h,#¿NOMBRE?,1020.1 hPa,#¿NOMBRE?
7/15/2019,31,36,21,8.9 km/h,#¿NOMBRE?,1019.1 hPa,#¿NOMBRE?
7/16/2019,32,36,19,9.5 km/h,#¿NOMBRE?,1018.5 hPa,#¿NOMBRE?
7/17/2019,30,35,24,15.1 km/h,#¿NOMBRE?,1019.2 hPa,#¿NOMBRE?
7/18/2019,27,33,20,9.9 km/h,#¿NOMBRE?,1019.8 hPa,#¿NOMBRE?
7/19/2019,29,34,20,9 km/h,27.8 km/h,1017.9 hPa,#¿NOMBRE?
7/20/2019,30,36,19,10.4 km/h,#¿NOMBRE?,1017.9 hPa,#¿NOMBRE?
7/21/2019,32,37,21,11.6 km/h,#¿NOMBRE?,1017.6 hPa,#¿NOMBRE?
7/22/2019,30,34,22,17.9 km/h,#¿NOMBRE?,1019.9 hPa,#¿NOMBRE?
7/23/2019,27,33,22,13.8 km/h,#¿NOMBRE?,1023.7 hPa,#¿NOMBRE?
7/24/2019,26,31,19,10.9 km/h,#¿NOMBRE?,1024.3 hPa,#¿NOMBRE?
7/25/2019,27,32,14,7.4 km/h,#¿NOMBRE?,1022.1 hPa,#¿NOMBRE?
7/26/2019,29,34,19,8.7 km/h,#¿NOMBRE?,1022.1 hPa,#¿NOMBRE?
7/27/2019,30,34,20,11.2 km/h,#¿NOMBRE?,1022.2 hPa,#¿NOMBRE?
7/28/2019,31,35,22,10.4 km/h,#¿NOMBRE?,1020.7 hPa,#¿NOMBRE?
7/29/2019,28,34,22,12.5 km/h,#¿NOMBRE?,1020.5 hPa,#¿NOMBRE?
7/30/2019,25,32,18,13.4 km/h,#¿NOMBRE?,1020.9 hPa,#¿NOMBRE?
7/31/2019,28,33,19,9.3 km/h,#¿NOMBRE?,1021.3 hPa,#¿NOMBRE?
